#Assembly	Genome Center name	RefSeq Accession.version	GenBank Accession.version	NCBI name
Cliv_1.0	C16692854	NW_004986305.1	KB388420.1	GPS_002002214.1
Cliv_1.0	C16692750	NW_004986306.1	KB388421.1	GPS_002002215.1
Cliv_1.0	C16692114	NW_004986307.1	KB388422.1	GPS_002002216.1
Cliv_1.0	C16692642	NW_004986308.1	KB388423.1	GPS_002002217.1
Cliv_1.0	C16693182	NW_004986309.1	KB388424.1	GPS_002002218.1
Cliv_1.0	C16692878	NW_004986310.1	KB388425.1	GPS_002002219.1
Cliv_1.0	C16692798	NW_004986311.1	KB388426.1	GPS_002002220.1
Cliv_1.0	C16692774	NW_004986312.1	KB388427.1	GPS_002002221.1
Cliv_1.0	C16692306	NW_004986313.1	KB388428.1	GPS_002002222.1
Cliv_1.0	C16693020	NW_004986314.1	KB388429.1	GPS_002002223.1
Cliv_1.0	C16693070	NW_004986315.1	KB388430.1	GPS_002002224.1
Cliv_1.0	C16693500	NW_004986316.1	KB388431.1	GPS_002002225.1
Cliv_1.0	C16694046	NW_004986317.1	KB388432.1	GPS_002002226.1
Cliv_1.0	C16693532	NW_004986318.1	KB388433.1	GPS_002002227.1
Cliv_1.0	C16693784	NW_004986319.1	KB388434.1	GPS_002002228.1
Cliv_1.0	C16693382	NW_004986320.1	KB388435.1	GPS_002002229.1
Cliv_1.0	C16693826	NW_004986321.1	KB388436.1	GPS_002002230.1
Cliv_1.0	C16694544	NW_004986322.1	KB388437.1	GPS_002002231.1
Cliv_1.0	C16694482	NW_004986323.1	KB388438.1	GPS_002002232.1
Cliv_1.0	C16694162	NW_004986324.1	KB388439.1	GPS_002002233.1
Cliv_1.0	C16694638	NW_004986325.1	KB388440.1	GPS_002002234.1
Cliv_1.0	C16693140	NW_004986326.1	KB388441.1	GPS_002002235.1
Cliv_1.0	C16695076	NW_004986327.1	KB388442.1	GPS_002002236.1
Cliv_1.0	C16695778	NW_004986328.1	KB388443.1	GPS_002002237.1
Cliv_1.0	C16695726	NW_004986329.1	KB388444.1	GPS_002002238.1
Cliv_1.0	C16695820	NW_004986330.1	KB388445.1	GPS_002002239.1
Cliv_1.0	C16693692	NW_004986331.1	KB388446.1	GPS_002002240.1
Cliv_1.0	C16695954	NW_004986332.1	KB388447.1	GPS_002002241.1
Cliv_1.0	C16694658	NW_004986333.1	KB388448.1	GPS_002002242.1
Cliv_1.0	C16693758	NW_004986334.1	KB388449.1	GPS_002002243.1
Cliv_1.0	C16695902	NW_004986335.1	KB388450.1	GPS_002002244.1
Cliv_1.0	C16695700	NW_004986336.1	KB388451.1	GPS_002002245.1
Cliv_1.0	C16696278	NW_004986337.1	KB388452.1	GPS_002002246.1
Cliv_1.0	C16696432	NW_004986338.1	KB388453.1	GPS_002002247.1
Cliv_1.0	C16694572	NW_004986339.1	KB388454.1	GPS_002002248.1
Cliv_1.0	C16696488	NW_004986340.1	KB388455.1	GPS_002002249.1
Cliv_1.0	C16696730	NW_004986341.1	KB388456.1	GPS_002002250.1
Cliv_1.0	C16696640	NW_004986342.1	KB388457.1	GPS_002002251.1
Cliv_1.0	C16695972	NW_004986343.1	KB388458.1	GPS_002002252.1
Cliv_1.0	C16694788	NW_004986344.1	KB388459.1	GPS_002002253.1
Cliv_1.0	C16696102	NW_004986345.1	KB388460.1	GPS_002002254.1
Cliv_1.0	C16692592	NW_004986346.1	KB388461.1	GPS_002002255.1
Cliv_1.0	C16697296	NW_004986347.1	KB388462.1	GPS_002002256.1
Cliv_1.0	C16696192	NW_004986348.1	KB388463.1	GPS_002002257.1
Cliv_1.0	C16696768	NW_004986349.1	KB388464.1	GPS_002002258.1
Cliv_1.0	C16697096	NW_004986350.1	KB388465.1	GPS_002002259.1
Cliv_1.0	C16697182	NW_004986351.1	KB388466.1	GPS_002002260.1
Cliv_1.0	C16698330	NW_004986352.1	KB388467.1	GPS_002002261.1
Cliv_1.0	C16697642	NW_004986353.1	KB388468.1	GPS_002002262.1
Cliv_1.0	C16697748	NW_004986354.1	KB388469.1	GPS_002002263.1
Cliv_1.0	C16698312	NW_004986355.1	KB388470.1	GPS_002002264.1
Cliv_1.0	C16698280	NW_004986356.1	KB388471.1	GPS_002002265.1
Cliv_1.0	C16698058	NW_004986357.1	KB388472.1	GPS_002002266.1
Cliv_1.0	C16697474	NW_004986358.1	KB388473.1	GPS_002002267.1
Cliv_1.0	C16697426	NW_004986359.1	KB388474.1	GPS_002002268.1
Cliv_1.0	C16697412	NW_004986360.1	KB388475.1	GPS_002002269.1
Cliv_1.0	C16698512	NW_004986361.1	KB388476.1	GPS_002002270.1
Cliv_1.0	C16698378	NW_004986362.1	KB388477.1	GPS_002002271.1
Cliv_1.0	C16698872	NW_004986363.1	KB388478.1	GPS_002002272.1
Cliv_1.0	C16698874	NW_004986364.1	KB388479.1	GPS_002002273.1
Cliv_1.0	C16698542	NW_004986365.1	KB388480.1	GPS_002002274.1
Cliv_1.0	C16698726	NW_004986366.1	KB388481.1	GPS_002002275.1
Cliv_1.0	C16699172	NW_004986367.1	KB388482.1	GPS_002002276.1
Cliv_1.0	C16699376	NW_004986368.1	KB388483.1	GPS_002002277.1
Cliv_1.0	C16699286	NW_004986369.1	KB388484.1	GPS_002002278.1
Cliv_1.0	C16699078	NW_004986370.1	KB388485.1	GPS_002002279.1
Cliv_1.0	C16699218	NW_004986371.1	KB388486.1	GPS_002002280.1
Cliv_1.0	C16699306	NW_004986372.1	KB388487.1	GPS_002002281.1
Cliv_1.0	C16698956	NW_004986373.1	KB388488.1	GPS_002002282.1
Cliv_1.0	C16699178	NW_004986374.1	KB388489.1	GPS_002002283.1
Cliv_1.0	C16699382	NW_004986375.1	KB388490.1	GPS_002002284.1
Cliv_1.0	C16698822	NW_004986376.1	KB388491.1	GPS_002002285.1
Cliv_1.0	C16699520	NW_004986377.1	KB388492.1	GPS_002002286.1
Cliv_1.0	C16699652	NW_004986378.1	KB388493.1	GPS_002002287.1
Cliv_1.0	C16699784	NW_004986379.1	KB388494.1	GPS_002002288.1
Cliv_1.0	C16700074	NW_004986380.1	KB388495.1	GPS_002002289.1
Cliv_1.0	C16699430	NW_004986381.1	KB388496.1	GPS_002002290.1
Cliv_1.0	C16699596	NW_004986382.1	KB388497.1	GPS_002002291.1
Cliv_1.0	C16700194	NW_004986383.1	KB388498.1	GPS_002002292.1
Cliv_1.0	C16700068	NW_004986384.1	KB388499.1	GPS_002002293.1
Cliv_1.0	C16700162	NW_004986385.1	KB388500.1	GPS_002002294.1
Cliv_1.0	C16700238	NW_004986386.1	KB388501.1	GPS_002002295.1
Cliv_1.0	C16700128	NW_004986387.1	KB388502.1	GPS_002002296.1
Cliv_1.0	C16701174	NW_004986388.1	KB388503.1	GPS_002002297.1
Cliv_1.0	C16701368	NW_004986389.1	KB388504.1	GPS_002002298.1
Cliv_1.0	C16701182	NW_004986390.1	KB388505.1	GPS_002002299.1
Cliv_1.0	C16701074	NW_004986391.1	KB388506.1	GPS_002002300.1
Cliv_1.0	C16701040	NW_004986392.1	KB388507.1	GPS_002002301.1
Cliv_1.0	C16700876	NW_004986393.1	KB388508.1	GPS_002002302.1
Cliv_1.0	C16701396	NW_004986394.1	KB388509.1	GPS_002002303.1
Cliv_1.0	C16701446	NW_004986395.1	KB388510.1	GPS_002002304.1
Cliv_1.0	C16700708	NW_004986396.1	KB388511.1	GPS_002002305.1
Cliv_1.0	C16701754	NW_004986397.1	KB388512.1	GPS_002002306.1
Cliv_1.0	C16701572	NW_004986398.1	KB388513.1	GPS_002002307.1
Cliv_1.0	C16700376	NW_004986399.1	KB388514.1	GPS_002002308.1
Cliv_1.0	C16702048	NW_004986400.1	KB388515.1	GPS_002002309.1
Cliv_1.0	C16702088	NW_004986401.1	KB388516.1	GPS_002002310.1
Cliv_1.0	C16701764	NW_004986402.1	KB388517.1	GPS_002002311.1
Cliv_1.0	C16702450	NW_004986403.1	KB388518.1	GPS_002002312.1
Cliv_1.0	C16702296	NW_004986404.1	KB388519.1	GPS_002002313.1
Cliv_1.0	C16701580	NW_004986405.1	KB388520.1	GPS_002002314.1
Cliv_1.0	C16702102	NW_004986406.1	KB388521.1	GPS_002002315.1
Cliv_1.0	C16701470	NW_004986407.1	KB388522.1	GPS_002002316.1
Cliv_1.0	C16702620	NW_004986408.1	KB388523.1	GPS_002002317.1
Cliv_1.0	C16702484	NW_004986409.1	KB388524.1	GPS_002002318.1
Cliv_1.0	C16701482	NW_004986410.1	KB388525.1	GPS_002002319.1
Cliv_1.0	C16702626	NW_004986411.1	KB388526.1	GPS_002002320.1
Cliv_1.0	C16701716	NW_004986412.1	KB388527.1	GPS_002002321.1
Cliv_1.0	C16703562	NW_004986413.1	KB388528.1	GPS_002002322.1
Cliv_1.0	C16703746	NW_004986414.1	KB388529.1	GPS_002002323.1
Cliv_1.0	C16703732	NW_004986415.1	KB388530.1	GPS_002002324.1
Cliv_1.0	C16704182	NW_004986416.1	KB388531.1	GPS_002002325.1
Cliv_1.0	C16703918	NW_004986417.1	KB388532.1	GPS_002002326.1
Cliv_1.0	C16703764	NW_004986418.1	KB388533.1	GPS_002002327.1
Cliv_1.0	C16704280	NW_004986419.1	KB388534.1	GPS_002002328.1
Cliv_1.0	C16704496	NW_004986420.1	KB388535.1	GPS_002002329.1
Cliv_1.0	C16703316	NW_004986421.1	KB388536.1	GPS_002002330.1
Cliv_1.0	C16703792	NW_004986422.1	KB388537.1	GPS_002002331.1
Cliv_1.0	C16703676	NW_004986423.1	KB388538.1	GPS_002002332.1
Cliv_1.0	C16702660	NW_004986424.1	KB388539.1	GPS_002002333.1
Cliv_1.0	C16702698	NW_004986425.1	KB388540.1	GPS_002002334.1
Cliv_1.0	C16705154	NW_004986426.1	KB388541.1	GPS_002002335.1
Cliv_1.0	C16704608	NW_004986427.1	KB388542.1	GPS_002002336.1
Cliv_1.0	C16705064	NW_004986428.1	KB388543.1	GPS_002002337.1
Cliv_1.0	C16704546	NW_004986429.1	KB388544.1	GPS_002002338.1
Cliv_1.0	C16705430	NW_004986430.1	KB388545.1	GPS_002002339.1
Cliv_1.0	C16705372	NW_004986431.1	KB388546.1	GPS_002002340.1
Cliv_1.0	C16705694	NW_004986432.1	KB388547.1	GPS_002002341.1
Cliv_1.0	C16706024	NW_004986433.1	KB388548.1	GPS_002002342.1
Cliv_1.0	C16705448	NW_004986434.1	KB388549.1	GPS_002002343.1
Cliv_1.0	C16705874	NW_004986435.1	KB388550.1	GPS_002002344.1
Cliv_1.0	C16705490	NW_004986436.1	KB388551.1	GPS_002002345.1
Cliv_1.0	C16705434	NW_004986437.1	KB388552.1	GPS_002002346.1
Cliv_1.0	C16704916	NW_004986438.1	KB388553.1	GPS_002002347.1
Cliv_1.0	C16706120	NW_004986439.1	KB388554.1	GPS_002002348.1
Cliv_1.0	C16706150	NW_004986440.1	KB388555.1	GPS_002002349.1
Cliv_1.0	C16706266	NW_004986441.1	KB388556.1	GPS_002002350.1
Cliv_1.0	C16706154	NW_004986442.1	KB388557.1	GPS_002002351.1
Cliv_1.0	C16706118	NW_004986443.1	KB388558.1	GPS_002002352.1
Cliv_1.0	C16706876	NW_004986444.1	KB388559.1	GPS_002002353.1
Cliv_1.0	C16706434	NW_004986445.1	KB388560.1	GPS_002002354.1
Cliv_1.0	C16706534	NW_004986446.1	KB388561.1	GPS_002002355.1
Cliv_1.0	C16706680	NW_004986447.1	KB388562.1	GPS_002002356.1
Cliv_1.0	C16706714	NW_004986448.1	KB388563.1	GPS_002002357.1
Cliv_1.0	C16706538	NW_004986449.1	KB388564.1	GPS_002002358.1
Cliv_1.0	C16704014	NW_004986450.1	KB388565.1	GPS_002002359.1
Cliv_1.0	C16706912	NW_004986451.1	KB388566.1	GPS_002002360.1
Cliv_1.0	C16707020	NW_004986452.1	KB388567.1	GPS_002002361.1
Cliv_1.0	C16707346	NW_004986453.1	KB388568.1	GPS_002002362.1
Cliv_1.0	C16704530	NW_004986454.1	KB388569.1	GPS_002002363.1
Cliv_1.0	C16707798	NW_004986455.1	KB388570.1	GPS_002002364.1
Cliv_1.0	C16707480	NW_004986456.1	KB388571.1	GPS_002002365.1
Cliv_1.0	C16707190	NW_004986457.1	KB388572.1	GPS_002002366.1
Cliv_1.0	C16707100	NW_004986458.1	KB388573.1	GPS_002002367.1
Cliv_1.0	C16707846	NW_004986459.1	KB388574.1	GPS_002002368.1
Cliv_1.0	C16707326	NW_004986460.1	KB388575.1	GPS_002002369.1
Cliv_1.0	C16707474	NW_004986461.1	KB388576.1	GPS_002002370.1
Cliv_1.0	C16707924	NW_004986462.1	KB388577.1	GPS_002002371.1
Cliv_1.0	C16708134	NW_004986463.1	KB388578.1	GPS_002002372.1
Cliv_1.0	C16707262	NW_004986464.1	KB388579.1	GPS_002002373.1
Cliv_1.0	C16708204	NW_004986465.1	KB388580.1	GPS_002002374.1
Cliv_1.0	C16708348	NW_004986466.1	KB388581.1	GPS_002002375.1
Cliv_1.0	C16708388	NW_004986467.1	KB388582.1	GPS_002002376.1
Cliv_1.0	C16708482	NW_004986468.1	KB388583.1	GPS_002002377.1
Cliv_1.0	C16708392	NW_004986469.1	KB388584.1	GPS_002002378.1
Cliv_1.0	C16708310	NW_004986470.1	KB388585.1	GPS_002002379.1
Cliv_1.0	C16708364	NW_004986471.1	KB388586.1	GPS_002002380.1
Cliv_1.0	C16708592	NW_004986472.1	KB388587.1	GPS_002002381.1
Cliv_1.0	C16708748	NW_004986473.1	KB388588.1	GPS_002002382.1
Cliv_1.0	C16708756	NW_004986474.1	KB388589.1	GPS_002002383.1
Cliv_1.0	C16708804	NW_004986475.1	KB388590.1	GPS_002002384.1
Cliv_1.0	C16709688	NW_004986476.1	KB388591.1	GPS_002002385.1
Cliv_1.0	C16708906	NW_004986477.1	KB388592.1	GPS_002002386.1
Cliv_1.0	C16708072	NW_004986478.1	KB388593.1	GPS_002002387.1
Cliv_1.0	C16709500	NW_004986479.1	KB388594.1	GPS_002002388.1
Cliv_1.0	C16708968	NW_004986480.1	KB388595.1	GPS_002002389.1
Cliv_1.0	C16708616	NW_004986481.1	KB388596.1	GPS_002002390.1
Cliv_1.0	C16709772	NW_004986482.1	KB388597.1	GPS_002002391.1
Cliv_1.0	C16709522	NW_004986483.1	KB388598.1	GPS_002002392.1
Cliv_1.0	C16709984	NW_004986484.1	KB388599.1	GPS_002002393.1
Cliv_1.0	C16709842	NW_004986485.1	KB388600.1	GPS_002002394.1
Cliv_1.0	C16708686	NW_004986486.1	KB388601.1	GPS_002002395.1
Cliv_1.0	C16710790	NW_004986487.1	KB388602.1	GPS_002002396.1
Cliv_1.0	C16709942	NW_004986488.1	KB388603.1	GPS_002002397.1
Cliv_1.0	C16710728	NW_004986489.1	KB388604.1	GPS_002002398.1
Cliv_1.0	C16711268	NW_004986490.1	KB388605.1	GPS_002002399.1
Cliv_1.0	C16711014	NW_004986491.1	KB388606.1	GPS_002002400.1
Cliv_1.0	C16708600	NW_004986492.1	KB388607.1	GPS_002002401.1
Cliv_1.0	C16711680	NW_004986493.1	KB388608.1	GPS_002002402.1
Cliv_1.0	C16710422	NW_004986494.1	KB388609.1	GPS_002002403.1
Cliv_1.0	C16711892	NW_004986495.1	KB388610.1	GPS_002002404.1
Cliv_1.0	C16712116	NW_004986496.1	KB388611.1	GPS_002002405.1
Cliv_1.0	C16710816	NW_004986497.1	KB388612.1	GPS_002002406.1
Cliv_1.0	C16709776	NW_004986498.1	KB388613.1	GPS_002002407.1
Cliv_1.0	C16712502	NW_004986499.1	KB388614.1	GPS_002002408.1
Cliv_1.0	C16712130	NW_004986500.1	KB388615.1	GPS_002002409.1
Cliv_1.0	C16712492	NW_004986501.1	KB388616.1	GPS_002002410.1
Cliv_1.0	C16711558	NW_004986502.1	KB388617.1	GPS_002002411.1
Cliv_1.0	C16711678	NW_004986503.1	KB388618.1	GPS_002002412.1
Cliv_1.0	C16712324	NW_004986504.1	KB388619.1	GPS_002002413.1
Cliv_1.0	C16710766	NW_004986505.1	KB388620.1	GPS_002002414.1
Cliv_1.0	C16712568	NW_004986506.1	KB388621.1	GPS_002002415.1
Cliv_1.0	C16713016	NW_004986507.1	KB388622.1	GPS_002002416.1
Cliv_1.0	C16713104	NW_004986508.1	KB388623.1	GPS_002002417.1
Cliv_1.0	C16713462	NW_004986509.1	KB388624.1	GPS_002002418.1
Cliv_1.0	C16713258	NW_004986510.1	KB388625.1	GPS_002002419.1
Cliv_1.0	C16713196	NW_004986511.1	KB388626.1	GPS_002002420.1
Cliv_1.0	C16712604	NW_004986512.1	KB388627.1	GPS_002002421.1
Cliv_1.0	C16713112	NW_004986513.1	KB388628.1	GPS_002002422.1
Cliv_1.0	C16712048	NW_004986514.1	KB388629.1	GPS_002002423.1
Cliv_1.0	C16713596	NW_004986515.1	KB388630.1	GPS_002002424.1
Cliv_1.0	C16713898	NW_004986516.1	KB388631.1	GPS_002002425.1
Cliv_1.0	C16713756	NW_004986517.1	KB388632.1	GPS_002002426.1
Cliv_1.0	C16712596	NW_004986518.1	KB388633.1	GPS_002002427.1
Cliv_1.0	C16712810	NW_004986519.1	KB388634.1	GPS_002002428.1
Cliv_1.0	C16713668	NW_004986520.1	KB388635.1	GPS_002002429.1
Cliv_1.0	C16714308	NW_004986521.1	KB388636.1	GPS_002002430.1
Cliv_1.0	C16714372	NW_004986522.1	KB388637.1	GPS_002002431.1
Cliv_1.0	C16714480	NW_004986523.1	KB388638.1	GPS_002002432.1
Cliv_1.0	C16714340	NW_004986524.1	KB388639.1	GPS_002002433.1
Cliv_1.0	C16714164	NW_004986525.1	KB388640.1	GPS_002002434.1
Cliv_1.0	C16714758	NW_004986526.1	KB388641.1	GPS_002002435.1
Cliv_1.0	C16714684	NW_004986527.1	KB388642.1	GPS_002002436.1
Cliv_1.0	C16713808	NW_004986528.1	KB388643.1	GPS_002002437.1
Cliv_1.0	C16713792	NW_004986529.1	KB388644.1	GPS_002002438.1
Cliv_1.0	C16714986	NW_004986530.1	KB388645.1	GPS_002002439.1
Cliv_1.0	C16715358	NW_004986531.1	KB388646.1	GPS_002002440.1
Cliv_1.0	C16715166	NW_004986532.1	KB388647.1	GPS_002002441.1
Cliv_1.0	C16715512	NW_004986533.1	KB388648.1	GPS_002002442.1
Cliv_1.0	C16715564	NW_004986534.1	KB388649.1	GPS_002002443.1
Cliv_1.0	C16715840	NW_004986535.1	KB388650.1	GPS_002002444.1
Cliv_1.0	C16714558	NW_004986536.1	KB388651.1	GPS_002002445.1
Cliv_1.0	C16715614	NW_004986537.1	KB388652.1	GPS_002002446.1
Cliv_1.0	C16715956	NW_004986538.1	KB388653.1	GPS_002002447.1
Cliv_1.0	C16715318	NW_004986539.1	KB388654.1	GPS_002002448.1
Cliv_1.0	C16716106	NW_004986540.1	KB388655.1	GPS_002002449.1
Cliv_1.0	C16716086	NW_004986541.1	KB388656.1	GPS_002002450.1
Cliv_1.0	C16716076	NW_004986542.1	KB388657.1	GPS_002002451.1
Cliv_1.0	C16716030	NW_004986543.1	KB388658.1	GPS_002002452.1
Cliv_1.0	C16713984	NW_004986544.1	KB388659.1	GPS_002002453.1
Cliv_1.0	C16716314	NW_004986545.1	KB388660.1	GPS_002002454.1
Cliv_1.0	C16716258	NW_004986546.1	KB388661.1	GPS_002002455.1
Cliv_1.0	C16714366	NW_004986547.1	KB388662.1	GPS_002002456.1
Cliv_1.0	C16716928	NW_004986548.1	KB388663.1	GPS_002002457.1
Cliv_1.0	C16717084	NW_004986549.1	KB388664.1	GPS_002002458.1
Cliv_1.0	C16717174	NW_004986550.1	KB388665.1	GPS_002002459.1
Cliv_1.0	C16717186	NW_004986551.1	KB388666.1	GPS_002002460.1
Cliv_1.0	C16717224	NW_004986552.1	KB388667.1	GPS_002002461.1
Cliv_1.0	C16717036	NW_004986553.1	KB388668.1	GPS_002002462.1
Cliv_1.0	C16716404	NW_004986554.1	KB388669.1	GPS_002002463.1
Cliv_1.0	C16717486	NW_004986555.1	KB388670.1	GPS_002002464.1
Cliv_1.0	C16715510	NW_004986556.1	KB388671.1	GPS_002002465.1
Cliv_1.0	C16716450	NW_004986557.1	KB388672.1	GPS_002002466.1
Cliv_1.0	C16714798	NW_004986558.1	KB388673.1	GPS_002002467.1
Cliv_1.0	C16717252	NW_004986559.1	KB388674.1	GPS_002002468.1
Cliv_1.0	C16717688	NW_004986560.1	KB388675.1	GPS_002002469.1
Cliv_1.0	C16717882	NW_004986561.1	KB388676.1	GPS_002002470.1
Cliv_1.0	C16717320	NW_004986562.1	KB388677.1	GPS_002002471.1
Cliv_1.0	C16717560	NW_004986563.1	KB388678.1	GPS_002002472.1
Cliv_1.0	C16718410	NW_004986564.1	KB388679.1	GPS_002002473.1
Cliv_1.0	C16718098	NW_004986565.1	KB388680.1	GPS_002002474.1
Cliv_1.0	C16716396	NW_004986566.1	KB388681.1	GPS_002002475.1
Cliv_1.0	C16718588	NW_004986567.1	KB388682.1	GPS_002002476.1
Cliv_1.0	C16718442	NW_004986568.1	KB388683.1	GPS_002002477.1
Cliv_1.0	C16719234	NW_004986569.1	KB388684.1	GPS_002002478.1
Cliv_1.0	C16719270	NW_004986570.1	KB388685.1	GPS_002002479.1
Cliv_1.0	C16718220	NW_004986571.1	KB388686.1	GPS_002002480.1
Cliv_1.0	C16718266	NW_004986572.1	KB388687.1	GPS_002002481.1
Cliv_1.0	C16718898	NW_004986573.1	KB388688.1	GPS_002002482.1
Cliv_1.0	C16719296	NW_004986574.1	KB388689.1	GPS_002002483.1
Cliv_1.0	C16718888	NW_004986575.1	KB388690.1	GPS_002002484.1
Cliv_1.0	C16717952	NW_004986576.1	KB388691.1	GPS_002002485.1
Cliv_1.0	C16719544	NW_004986577.1	KB388692.1	GPS_002002486.1
Cliv_1.0	C16719406	NW_004986578.1	KB388693.1	GPS_002002487.1
Cliv_1.0	C16719420	NW_004986579.1	KB388694.1	GPS_002002488.1
Cliv_1.0	C16720038	NW_004986580.1	KB388695.1	GPS_002002489.1
Cliv_1.0	C16719844	NW_004986581.1	KB388696.1	GPS_002002490.1
Cliv_1.0	C16719394	NW_004986582.1	KB388697.1	GPS_002002491.1
Cliv_1.0	C16720022	NW_004986583.1	KB388698.1	GPS_002002492.1
Cliv_1.0	C16719666	NW_004986584.1	KB388699.1	GPS_002002493.1
Cliv_1.0	C16718822	NW_004986585.1	KB388700.1	GPS_002002494.1
Cliv_1.0	C16720128	NW_004986586.1	KB388701.1	GPS_002002495.1
Cliv_1.0	C16720744	NW_004986587.1	KB388702.1	GPS_002002496.1
Cliv_1.0	C16720816	NW_004986588.1	KB388703.1	GPS_002002497.1
Cliv_1.0	C16720188	NW_004986589.1	KB388704.1	GPS_002002498.1
Cliv_1.0	C16719138	NW_004986590.1	KB388705.1	GPS_002002499.1
Cliv_1.0	C16720416	NW_004986591.1	KB388706.1	GPS_002002500.1
Cliv_1.0	C16720402	NW_004986592.1	KB388707.1	GPS_002002501.1
Cliv_1.0	C16721100	NW_004986593.1	KB388708.1	GPS_002002502.1
Cliv_1.0	C16721178	NW_004986594.1	KB388709.1	GPS_002002503.1
Cliv_1.0	C16721238	NW_004986595.1	KB388710.1	GPS_002002504.1
Cliv_1.0	C16721376	NW_004986596.1	KB388711.1	GPS_002002505.1
Cliv_1.0	C16721594	NW_004986597.1	KB388712.1	GPS_002002506.1
Cliv_1.0	C16721362	NW_004986598.1	KB388713.1	GPS_002002507.1
Cliv_1.0	C16721836	NW_004986599.1	KB388714.1	GPS_002002508.1
Cliv_1.0	C16721792	NW_004986600.1	KB388715.1	GPS_002002509.1
Cliv_1.0	C16721846	NW_004986601.1	KB388716.1	GPS_002002510.1
Cliv_1.0	C16720738	NW_004986602.1	KB388717.1	GPS_002002511.1
Cliv_1.0	C16721360	NW_004986603.1	KB388718.1	GPS_002002512.1
Cliv_1.0	C16722664	NW_004986604.1	KB388719.1	GPS_002002513.1
Cliv_1.0	C16722792	NW_004986605.1	KB388720.1	GPS_002002514.1
Cliv_1.0	C16721138	NW_004986606.1	KB388721.1	GPS_002002515.1
Cliv_1.0	C16722878	NW_004986607.1	KB388722.1	GPS_002002516.1
Cliv_1.0	C16721924	NW_004986608.1	KB388723.1	GPS_002002517.1
Cliv_1.0	C16723090	NW_004986609.1	KB388724.1	GPS_002002518.1
Cliv_1.0	C16722540	NW_004986610.1	KB388725.1	GPS_002002519.1
Cliv_1.0	C16723152	NW_004986611.1	KB388726.1	GPS_002002520.1
Cliv_1.0	C16721870	NW_004986612.1	KB388727.1	GPS_002002521.1
Cliv_1.0	C16723182	NW_004986613.1	KB388728.1	GPS_002002522.1
Cliv_1.0	C16723042	NW_004986614.1	KB388729.1	GPS_002002523.1
Cliv_1.0	C16722802	NW_004986615.1	KB388730.1	GPS_002002524.1
Cliv_1.0	C16723270	NW_004986616.1	KB388731.1	GPS_002002525.1
Cliv_1.0	C16723512	NW_004986617.1	KB388732.1	GPS_002002526.1
Cliv_1.0	C16723664	NW_004986618.1	KB388733.1	GPS_002002527.1
Cliv_1.0	C16723086	NW_004986619.1	KB388734.1	GPS_002002528.1
Cliv_1.0	C16723796	NW_004986620.1	KB388735.1	GPS_002002529.1
Cliv_1.0	C16723966	NW_004986621.1	KB388736.1	GPS_002002530.1
Cliv_1.0	C16723166	NW_004986622.1	KB388737.1	GPS_002002531.1
Cliv_1.0	C16724434	NW_004986623.1	KB388738.1	GPS_002002532.1
Cliv_1.0	C16724564	NW_004986624.1	KB388739.1	GPS_002002533.1
Cliv_1.0	C16724984	NW_004986625.1	KB388740.1	GPS_002002534.1
Cliv_1.0	C16724006	NW_004986626.1	KB388741.1	GPS_002002535.1
Cliv_1.0	C16724200	NW_004986627.1	KB388742.1	GPS_002002536.1
Cliv_1.0	C16724190	NW_004986628.1	KB388743.1	GPS_002002537.1
Cliv_1.0	C16725004	NW_004986629.1	KB388744.1	GPS_002002538.1
Cliv_1.0	C16724472	NW_004986630.1	KB388745.1	GPS_002002539.1
Cliv_1.0	C16724726	NW_004986631.1	KB388746.1	GPS_002002540.1
Cliv_1.0	C16725208	NW_004986632.1	KB388747.1	GPS_002002541.1
Cliv_1.0	C16725002	NW_004986633.1	KB388748.1	GPS_002002542.1
Cliv_1.0	C16725668	NW_004986634.1	KB388749.1	GPS_002002543.1
Cliv_1.0	C16725670	NW_004986635.1	KB388750.1	GPS_002002544.1
Cliv_1.0	C16724794	NW_004986636.1	KB388751.1	GPS_002002545.1
Cliv_1.0	C16725832	NW_004986637.1	KB388752.1	GPS_002002546.1
Cliv_1.0	C16726154	NW_004986638.1	KB388753.1	GPS_002002547.1
Cliv_1.0	C16725190	NW_004986639.1	KB388754.1	GPS_002002548.1
Cliv_1.0	C16725612	NW_004986640.1	KB388755.1	GPS_002002549.1
Cliv_1.0	C16723704	NW_004986641.1	KB388756.1	GPS_002002550.1
Cliv_1.0	C16726124	NW_004986642.1	KB388757.1	GPS_002002551.1
Cliv_1.0	C16725656	NW_004986643.1	KB388758.1	GPS_002002552.1
Cliv_1.0	C16726324	NW_004986644.1	KB388759.1	GPS_002002553.1
Cliv_1.0	C16726480	NW_004986645.1	KB388760.1	GPS_002002554.1
Cliv_1.0	C16726800	NW_004986646.1	KB388761.1	GPS_002002555.1
Cliv_1.0	C16725428	NW_004986647.1	KB388762.1	GPS_002002556.1
Cliv_1.0	C16726062	NW_004986648.1	KB388763.1	GPS_002002557.1
Cliv_1.0	C16720944	NW_004986649.1	KB388764.1	GPS_002002558.1
Cliv_1.0	C16726666	NW_004986650.1	KB388765.1	GPS_002002559.1
Cliv_1.0	C16727056	NW_004986651.1	KB388766.1	GPS_002002560.1
Cliv_1.0	C16726502	NW_004986652.1	KB388767.1	GPS_002002561.1
Cliv_1.0	C16727334	NW_004986653.1	KB388768.1	GPS_002002562.1
